key	lnum	page	text
cara	504	0489	(504) “cara saMSaye” (X -curAdiH -1746. saka . sew . uBa .) ‘saMSaye cArayet, gatyAM carati . —’ ( Slo . 153) iti devaH . cArakaH-rikA, cicArayizakaH-zikA; ityAdIni sarvARyapi rUpARi cOrAdikacAwayativat (488) jYeyAni . GaYi A cAraH . A. ‘niryAtitaprahftimISamatiprahftya mallo'Ta vAsitavicAramacucyavat saH .’ DA . kA . 3-41.
carca	505	0489	(505) “carca pariBAzaRahiMsAtarjanezu” (I -BvAdiH -717. saka . sew . para ) [a] pariBAzaRam = sanindopAlamBaH . ‘—hiMsAyAM, tarjane pariBAzaRe .. carcatyaDyayane tvarTe BaveccarcayatIti RO .’ ( Slo . 54) iti devaH . carcakaH-rcikA, carcakaH-rcikA, cicarcizakaH-zikA, cAcarcakaH-rcikA ; carcitA-trI, carcayitA-trI, cicarcizitA-trI, cAcarcitA-trI ; carcan-ntI, carcayan-ntI, cicarcizan-ntI; - - carcizyan-ntI-tI, carcayizyan-ntI-tI, cicarcizizyan-ntI-tI; - - carcayamAnaH, carcayizyamARaH, cAcarcyamAnaH, cAcarcizyamARaH ; 1 cark-carg-carcO-carcaH; — - - carcitam-taH, carcitaH, cicarcizitaH, cAcarcitaH-tavAn ; carcaH , 2 jImUtacarcI , B carcaH, cicarcizuH, cAcarcaH ; carcitavyam, carcayitavyam, cicarcizitavyam, cAcarcitavyam ; carcanIyam, carcanIyam, cicarcizaRIyam, cAcarcanIyam ; carcyam, carcyam, cicarcizyam, cAcarcyam ; IzaccarcaH-duScarcaH-sucarcaH; — - - [Page0490+ 26] carcyamAnaH, carcyamAnaH, cicarcizyamARaH, cAcarcyamAnaH ; carcaH, carcaH, cicarcizaH, cAcarcaH ; carcitum, carcayitum, cicarcizitum, cAcarcitum ; carcA, vicarcikA , 1 2 vyAvacarcI, carcanA, cicarcizA, cAcarcA ; carcanam, carcanam, cicarcizaRam, cAcarcanam ; carcitvA, carcayitvA, cicarcizitvA, cAcarcitvA ; pracarcya, pracarcya, pracicarcizizya, prAcAcarcya ; carcam 2, carcitvA 2, carcam 2, carcayitvA 2, cicarcizam 2, cicarcizitva 2, cAcarcam 2 ; cAcarcitvA 2. [a] ‘rjatsa [jartsa?] iti candradurgO . carca ityeke . jarja ityanye . Jarca ityapare . kimatra satyam? devA jYAsyanti .’ iti kzIrasvAmI . 1. ‘rAt sasya’ (82-2-4) iti niyamAt, cakArasya na saMyogAntalopaH . 2. jImUtaM carcituM = BartsituM SIlamasyetyarTe, ‘supyajAtO—’ (3-2-78) iti tAcCIlye RiniH . B. ‘jImUtacarciravaJarJaravAdyahfdyaM tenEva cAnupisito nilayaM pipesa ..’ DA . kA . 1-89. 1. DAtorhisArTatve, ‘rogAKyAyAm RvulU—’ (3-3-108) iti Rvuli rUpam . iti pra . kOmudI . 2. ‘karmavyatIhAre Rac striyAm’ (3-3-43) iti Rac . yujapavAdaH . ‘RacaHstriyAmaY’ (5-4-14) iti aY . NIp .
carca	506	0490	(506) “carca pariBAzaRaBartsanayoH” (VI -tudAdiH -1299. saka . sew . para .) ‘—aDyayane carcayet, carcatIti tu . hiMsAyAM tarjane Se tu taTEva pariBAzaRe ..’ ( Slo . 54) iti devaH . carcakaH-rcikA, carcakaH-rcikA, cicarcizakaH-zikA, cAcarcakaH-rcikA ; ityAdIni sarvARyapi rUpARi BOvAdikacarcaDAtuvat (505) boDyAni . SatrantAttu striyAm, asya DAtoH carcantI - A carcatI iti dve rUpe iti viSezaH . ‘AcCInadyornum’ (7-1-80) iti numvikalpaH . svara - BedAdapi tudAdO punaH pAWa iti boDyam . A. ‘carcantI kawu JarJatI buDajanaM dozaM tvaci tvarcatI nityaM BUpatimubjanojJitamanA yatrAsta KalyA suKam ..’ DA . kA . 2-73.
carca	507	0490	(507) “carca aDyayane” (X -curAdiH -1713. saka . sew . uBa .) — ‘aDyayane carcayet carcatIti tu . hiMsAyAM tarjane Setu taTEva pariBAzaRe ..’ ( Slo . 54) iti devaH . [Page0491+ 27] asya DAtoH Ryante sarvARi rUpARi BOvAdikacarcativat (505) boDyAni . Satari A saYcarcayan-ntI . ktinvizaye tu ‘RyAsaSranTo yuc’ (3-3-107) iti yujapavAdaH, ‘cintipUjikaTikumbicarcaSca’ (3-3-105) ityAdinA aN Bavati, iti viSezaH . RyantAt sani tu rUpARi liKyante - - cicarcayizakaH-zikA, cicarcayizitA-trI, cicarcayizan-ntI , cicarcayizizyan-ntI-tI; cicarcayizamARaH, cicarcayizizyamARaH , cicarcayiw-yizO-yizaH, cicarcayizitaH-tavAn, cicarcayizuH , cicarcayizitavyam, cicarcayizaRIyam, cicarcayizyam , IzaccicarcayizaH ityAdi, cicarcayizyamARaH, cicarcayizaH , cicarcayizitum, cicarcayizA, cicarcayizaRam , cicarcayizitvA, — pracicarcayizya, — cicarcayizam 2 ; cicarcayizitvA 2. A. ‘saYcarcayan apanayAnaTa bukkayizRuH SvevograSabdanaparaH kararudDakARaH . mallo jijamBizurasUditavIryamISaM muzwyA jajAsa bahu pASitavAMSca dozRA ..’ DA . kA . 3-38.
carba	508	0491	(508) “carba gatO” (I -BvAdiH -425. saka . sew . para .) carbakaH-rbikA, carbakaH-rbikA, cicarbizakaH-zikA, cAcarbakaH-rbikA , ityAdIni sarvARyapi rUpARi BOvAdikakarbaDAtuvat (173) jYeyAni .
carva	509	0491	(509) “carva adane” (I -BvAdiH -579. saka . sew . para .) asyApi DAtoH sarvARyapi rUpARi karbativat (173) boDyAni . asya DAtoH BakzaRArTatvena RyantAt ‘nigaraRacalanArTeByaSca’ (1-3-87) iti SatEva . na tu SAnajiti viSezaH .
cala	510	0491	(510) “cala kampane” (I -BvAdiH -832. aka . sew . para .) GawAdiH . jvalAdiH . ‘—BftyAM cAlayet kaMpane calet .’ ( Slo . 158) iti devaH . cAlakaH-likA, cAlakaH-likA - 1 calakaH-likA, cicalizakaH-zikA, cAcalakaH-likA ; [Page0492+ 27] calitA-trI, cAlayitA-calayitA-trI, cicalizitA-trI, cAcalitA-trI ; calan-ntI, cAlayan-calayan A -ntI, cicalizan-ntI; - - calizyan-ntI-tI, cAlayizyan-calayizyan-ntI-tI, cicalizizyan-ntI-tI ; vyaticalamAnaH, vyaticalizyamARaH, — cAcalyamAnaH, cAcalizyamARaH ; cal-calO-calaH; — — - - calitam-taH, cAlitam-calitam-taH, cicalizitaH, cAcalitaH-tavAn ; B calaH - 1 cAlaH , 2 calanaH , 3 calAcalaH , 4 cAcaliH, cAlaH-calaH, cicalizuH, cAcalaH ; calitavyam, cAlayitavyam-calayitavyam, cicalizitavyam, cAcalitavyam ; calanIyam, cAlanIyam-calanIyam, cicalizaRIyam, cAcalanIyam ; cAlyam, cAlyam-calyam, cicalizyam, cAcalyam , IzaccalaH-duScalaH-sucalaH; — - - calyamAnaH, cAlyamAnaH-calyamAnaH, cicalizyamARaH, cAcalyamAnaH ; cAlaH, cAlaH-calaH, cicalizaH, cAcalaH ; calitut, cAlayitum-calayitum, cicalizitum, cAcalitum ; 5 calitiH, cAlanA-calanA, cicalizA, cAcalA ; calanam, cAlanam-calanam, cicalizaRam, cAcalanam ; calitvA, cAlayitvA-calayitvA, cicalizitvA, cAcalitvA ; pracalya, pracAlya - 6 pracalayya, pracicalizya, pracAcalya ; [Page0493+ 22] cAlam 2, calitvA 2, cAlam 2- 1 calam 2 -cAlam 2, cAlayitvA -2, calayitvA 2, cicalizam 2, cicalizitvA 2, cAcalam 2 ; cAcalitvA 2. 1. ‘kampane caliH’ iti GawAdO pAWAt kampanArTe mittvam . ‘mitAM hrasvaH’ (6-4-92) iti RO upaDAyA hrasvaH . kampanAdanyArTe tu mittvaM na . SIlaM cAlayan = anyaTA kurvan ityarTaH . evaM Ryante rUpadvayamarTaBedena boDyam . A. ‘tAM prAviSat kapivyAGrastarUnacalayan SanEH .’ Ba . kA . 8-60. B. ‘jvAlena tApena calA jaqANgIrawAlaSokawvalitapratApAH ..’ DA . kA . 2-21. 1. ‘jvalitikasanteByo RaH’ (3-1-140) iti kartari vA RaH, pakze pacAdyac . 2. ‘calanaSabdArTAdakarmakAdyuc’ (3-2-148) iti tAcCIliko yuc . 3. ‘caricalipativadInAM dvitvamaci, Ak cAByAsasya’ (vA . 3-1-134) iti dvitvam , aByAsasya AgAgamaH . pakze calaH ityapi sADuH . 4. ‘sAsahivAvahipApaticAcalInAmupasaMKyAnam’ (vA . 3-2-171) iti vacanAt kiH, kin vA pratyayaH . dvitvAdikaM boDyam . 5. ‘titutrezvagrahAdInAm—’ (bA . 7-2-9) iti vacanAt BaRitirityatreva iq Bavati . 6. ‘lyapi laGupUrvAt’ (6-4-56) iti RerayAdeSaH . 1. ‘ciRRamulordIrGo'nyatarasyAm’ (6-4-93) iti Ramulpare RO upaDAyA dIrGavikalpaH .
cala	511	0493	(511) “cala vilasane” (VI -tudAdiH -1356. aka . sew . para .) ‘—BftyAM cAlayet, kampane calet .’ ( Slo . 158) iti devaH . cAlakaH-likA, cAlakaH-likA, cicalizakaH-zikA, cAcalakaH-likA ; ityAdIni sarvARyapi rUpARi BOvAdikacalativat (511) boDyAni . A calan-ntI-tI, iti Satari striyAM rUpadvayam . A. ‘cilitapItapawena calan ilan avilitorukfpAM parito dfSam ..’ DA . kA . 2-78.
cala	512	0493	(512) “cala BftO” (X -curAdiH -1608. saka . sew . uBa .) BftiH = BaraRam, pozaRamiti yAvat . ‘—BftyAM cAlayet, kampane calet .’ ( Slo . 158) iti devaH . cAlakaH-likA , B cAlyam, ityAdIni rUpARi sarvARyapi RyantAt BOvAdikacalativat (510) UhyAni . RyantAt sani tu- - cicAlayizakaH-zikA, cicAlayizitA-trI, cicAlayizan-ntI , cicAlayizizyan-ntI-tI, cicAlayizamARaH, cicAlayizizyamARaH , cicAlayiw-yizO-yizaH, cicAlayizitam-taH-tavAn; cicAlayizuH , cicAlayizitavyam, cicAlayizaRIyam; cicAlayizyam , IzaccicAlayizaH-duScicAlayizaH-sucicAlayizaH cicAlayizyamARaH, cicAlayizaH, cicAlayizitum ; cicAlayizA, cicAlayizaRam, cicAlayizitvA, pracicAlayizya ; cicAlayizam 2 ; cicAlayizitvA 2. iti rUpARIti viSezaH . iti rUpARIti viSezaH . [Page0494+ 24] B. ‘kAlyapravedanakaro'yamavelayad drAg anyASca telitakfpaH Kalu kaMsacAlyAn .’ kaMsacAlyAn = kaMsapozyAn ityarTaH . DA . kA . 3-22.
caza	513	0494	(513) “caza Bakzane” (I -BvAdiH -889. saka sew . uBa .) cAzakaH-zikA, cAzakaH-zikA, cicazizakaH-zikA, cAcazakaH-zikA ; cazitA-trI, cAzayitA-trI, cicazizitA-trI, cAcazitA-trI ; cazan-ntI , 1 cAzayan-ntI, cicazizan-ntI, - - cazizyan-ntI-tI, cAzayizyan ntI-tI, cicazizizyan-ntI-tI ; cazamARaH, — cicazizamARaH, cAcazyamARaH ; cazizyamARaH, — cicazizizyamARaH, cAcazizyamARaH ; 2 saYcaw-saYcaq-saYcazO-saYcazaH; — - - cazitam-taH, cAzitaH, cicazizitaH, cAcazitaH-tavAt ; cazaH, cAzaH, cicazizuH, cAcazaH ; cazitavyam, cAzayitavyam, cicazizitavyam, cAcazitavyam ; cazaRIyam, cAzaRIyam, cicazizaRIyam, cAcazaRIyam ; cAzyam, cAzyam, cicazizyam, cAcazyam ; IzaccazaH-duScazaH-sucazaH; — - - cazyamARaH, cAzyamARaH, cicazizyamARaH, cAcazyamARaH ; A cAzaH, cAzaH, cicazizaH, cAcazaH ; cazitum, cAzayitum, cicazizitum, cAcazitum ; 3 cazwiH, cAzaRA, cicazizA, cAcazA ; cazaRam, cAzaRam, cicazizaRam, cAcazaRam ; cazitvA, cAzayitvA, cicazizitvA, cAcazitvA ; vicazya, vicAzya, vicicazizya, vicAcazya ; [Page0495+ 26] cAzam 2, cazitvA 2, cAzam 2, cAzayitvA 2, cicazizam 2, cicazizitvA 2, cAcazam 2 ; cAcazitvA 2; 1 cazakaH , 2 cazAlam . 1. BakzaRArTakatvAdasya DAtoH ‘nigaraRacalanArTemyaSca’ (1-3-87) ityanena RyantAt SatEva, na tu SAnac . 2. ‘JalAM jaSo'nte’ (8-2-39) iti jaStvena qaH . A. ‘lAzeRa cAzAMSCazitAYJazitvA praBlakzya Bakzanti yadambu nIcAH .’ DA . kA . 2-28 3. ‘titutra—’ (7-2-9) ityAdinA iRRizeDaH . takArasya ‘zwunA zwuH’ (8-4-41) iti zwutvena wakAraH . 1. ‘kvun SilpisaMjYayoH’ [da . u . 3-5 ] iti kvun . cazakaH = pakziviSezaH . 2. ORAdike [da . u . 10-17 ] Alapratyaye rUpam . cazanti tasmin iti cazAlaH = yajYaBARqam .
caha	514	0495	(514) “caha parikalkane” (I -BvAdiH -729. saka . sew . para .) parikalkanam = SAWyam, damBo vA . ‘cahayeccahatItyete caheH stAM parikalkane ..’ ( Slo . 196) iti devaH . cAhakaH-hikA , 3 cAhakaH-hikA, cicahizakaH-zikA cAcahakaH-hikA ; cahitA-trI, cAhayitA-trI, cicahizitA-trI, cAcahitA-trI ; cahan-ntI, cAhayan-ntI, cicahizan-ntI; - - cahizyan-ntI-tI, cAhayizyan-ntI-tI, cicahizizyan-ntI-tI ; — cAhayamAnaH, cAhayizyamARaH, cAcahyamAnaH, cAcahizyamARaH ; 4 pracaw-pracaq-pracahO-pracahaH; — — - - cahitam-taH, cAhitaH, cicahizitaH, cAcahitaH-tavAn ; cahaH, cAhaH, cicahizuH, cAcahaH ; cahitavyam, cAhayitavyam, cicahizitavyam, cAcahitavyam ; cahanIyam, cAhanIyam, cicahizaRIyam, cAcahanIyam ; cAhyam, cAhyam, cicahizyam, cAcahyam ; IzaccahaH-duScahaH-sucahaH; — - - cahyamAnaH; cAhyamAnaH, cicahizyamARaH, cAcahyamAnaH ; A cAhaH, cAhaH, cicahizaH, cAcahaH ; cahitum, cAhayitum, cicahizitum; cAcahitum ; [Page0496+ 24] 1 cAQiH, cAhanA, cicahizA, cAcahA ; cahanam, cAhanam, cicahizaRam, cAcahanam ; cahitvA, cAhayitvA, cicahizitvA, cAcahitvA ; pracahya, pracAhya, pracicahizya, pracAcahya ; cAham 2, cahitvA 2, cAham 2, cAhayitvA 2, cicahizam 2, cicahizitvA 2, cAcaham 2 ; cAcahitvA . 3. DAtupAWe'rTanirdeSasyopalakzaRatayA, parikalkanaBinne'rTe RyantAt imAni rUpARi liKitAni . parikalkane'rTe curAdipaWitasya GawAdizu pAWAt, mittvaprayuktAni kAryARi uttaratra (516 DAtO) pradarSyante . 4. ‘ho QaH’ (8-2-31) iti Qatve, avasAne cartvavikalpaH . A. ‘cAhenAmahitasya cAsya niGanodyogaM rahasyUcivAn gantavyaM Kalu raMhaseti ca dfQAmAjYAM praBoraByaDAt ..’ DA . kA . 1-91. 1. ‘titutra—’ (7-2-9) itIRRizeDaH . anantaram, QatvaDatvazwutvaQalopadIrGezu rUpamevaM Bavati .
caha	515	0496	(515) “caha parikalkane” (X -curAdiH -1627. saka . sew . uBa .) jYapAdiH . ‘capa—’ iti durgasammataH pAWaH . ‘cahayeccahatItyete caheH stAM parikalkane ..’ ( Slo . 196) iti devaH . A cahakaH 2 hikA, cicahayizakaH-zikA; cahayitA-trI, cicahayizitA-trI ; cahayan-ntI, cicahayizan-ntI; cahayizyan ntI-tI, cicahayizizyan-ntI-tI ; cahayamAnaH, cicahayizamARaH; cahayizyamARaH, cicahayizizyamARaH ; 3 pracaw-pracaq-pracahO-pracahaH; — - - cahitam-taH, cicahayizitaH-tavAn; cahaH, cicahayizuH ; cahayitavyam, cicahayizitavyam; cahanIyam, cicahayizaRIyam ; cahyam, cicahayizyam; IzaccahaH-duScahaH-sucahaH; - - cahyamAnaH, cicahayizyamARaH; cahaH, cicahayizaH ; cahayitum, cicahayizitum ; 4 cahanA, cicahayizA ; cahanam, cicahayizaRam; cahayitvA, cicahayizitvA ; 5 pracahayya, pracicahayizya; — - - 6 caham 2, cAham 2, cahayitvA 2, cicahayizam 2, cicahayizitvA 2. [Page0497+ 21] A. ‘cARUra enamaTa vijYapayan nfpAjYAM caRqAtakaM suyamayaMScahako baBAze .’ DA . kA . 3-25. 2. jYapAdizu asya pAWAt mittvena, ‘mitAM hrasvaH’ (6-4-92) iti RO upaDAyA hrasvaH . evameva RyantAt sanyapi upaDAhrasvo boDyaH . 3. ‘ho QaH’ (8-2-31) iti Qatve, avasAne cartvavikalpaH . 4. ‘RyAsaSranTo yuc’ (3-3-107) iti yuc . 5. ‘lyapi laGupUrvAt’ (6-4-56) iti RerayAdeSaH . 6. ‘ciRRamulodIrGo'nyatarasyAm’ (6-4-93) iti Ramulpare RO dIrGavikalpaH .
caha	516	0497	(516) “caha parikalkane” (X -curAdiH -1867. saka . sew . uBa .) kaTAdiradantaSca . ‘cahayeccahatItyete caheH stAM parikalkane ..’ ( Slo . 196) iti devaH . cahakaH-hikA, cicahayizakaH-zikA, ityAdIni sarvARyapi rUpARi pUrvaliKitacOrAdikacahayativat (516) jYeyAni . caham 2, cahayitvA 2, iti Ramuli ekameva rUpam . ‘ciRRamuloH—’ (6-4-93) iti nAtra pravartate . asyAdantezu pAWAdallopasya sTAnivadBAvena vyavaDAnAt, RitparatvA - BAvAt, ‘ata upaDAyAH’ (7-2-116) iti vfdDirna Bavati . ataH rUpezu na viSezaH . curAdAveva punaH pAWasya PalaM tu—asya DAtoH caNi acacahat- - iti, pUrvapaWitasya (516) DAtoH acIcahat iti ca rUpaBeda iti jYeyam .
cAyf	517	0497	(517) “cAyf pUjAniSAmanayoH” (I -BvAdiH -880. saka . sew . uBa .) cAyakaH-yikA, cAyakaH-yikA, cicAyizakaH-zikA , 1 cekIyakaH-yikA ; cAyitA-trI, cAyayitA-trI, cicAyizitA-trI, cekIyitA-trI ; cAyan-ntI, cAyayan-ntI, cicAyizan-ntI; - - cAyizyan-ntI-tI, cAyayizyan-ntI-tI, cicAyizizyan-ntI-tI; - - cAyamAnaH, cAyayamAnaH, cicAyizamARaH, cekIyamAnaH ; cAyizyamARaH, cAyayizyamARaH, cicAyizizyamARaH; cekIyizyamARaH ; 2 pracAH-pracO-pracAH; — — - - [Page0498+ 21] 1 apacitaH - A apacAyitaH-tam, cAyitaH, cicAyizitaH, cekIyitaH-tavAn ; cAyaH, cAyaH, cicAyizuH , 2 cekyaH ; cAyitavyam, cAyayitavyam, cicAyizitavyam, cekIyitavyam ; cAyanIyam, cAyanIyam, cicAyizaRIyam, cekIyanIyam ; B cAyyam, cAyyam, cicAyizyam, cekIyyam ; IzaccAyaH-duScAyaH-sucAyaH; — - - cAyyamAnaH, cAyyamAnaH, cicAyizyamARaH, cekIyyamAnaH ; cAyaH, cAyaH, cicAyizaH, cekIyaH ; cAyitum, cAyayitum, cicAyizitum, cekIyitum ; 3 apacitiH, cAyanA, cicAyizA, cekIyA ; cAyanam, cAyanam, cicAyizaRam, cekIyanam ; cAyitvA, cAyayitvA, ciyAyizitvA, cekIyitvA ; nicAyya, pracAyya, pracicAyizya, pracekIyya ; cAyam 2, cAyitvA 2, cAyam 2, cAyayitvA 2, cicAyizam 2, cicAyizitvA 2, cekIyam 2 ; cekIyitvA 2. [Page0499+ 36] puwam paNktiH aSudDam SudDam 251 1 rkfi kfvi 252 1 112 252 254 27 …mAgamaH . …mAgamo vA . 255 22 RyantAm RyantAt 257 25 rutvavisargO . dIrGa visagaH 1 263 8 3 kIrtiH 3 kIrttaH 274 12 kmaryamARaH, ci… kmAryamARaH, ci… 275 20 cikraTitvA 2 cikraTizitvA 280 7 ntI-ntI ntI-tI 286 19 krIqam 2 krIqitvA 2 290 9 bAnDava… bAnDavA… 293 14 divAdiH- divAdiH 1207. 299 13 kleSaH- kleSakaH - 303 5 ceklevi…cikle… ciklevi…cekle… 304 13 viklaSO vikleSO - 304 15 SenaH kleSanaH , 308 32 marRuMvAnaH marRavAnaH 313 13 (6-3-93) (6-4-93) 318 13 1047 1407 320 28 mavikzita mavikzata 320 32 marRuvAnaH marRavAnaH 320 30 ke'Ryalpa ke'pyalpa 336 8 and 9 maDye-kzowanam, cukzowayizaRam ; 338 7 kzmAyaH, ci- kzmApaH, ci… 342 18 BvAdiH 88 BvAdiH 120 352 11-12 maDye-KAdaH, KAdaH ciKAdizaH, cAKAdaH ; 353 16 ceKidaH; ceKedaH ; 358 8 praKO-praKaH; praKO-praKAH ; 359 27 ‘Koqu’ ‘Koqf’ 363 31 gala galat 364 8 cigaqizyam, jigaqizyam , 367 25 mARa SabdaH mARaH SabdaH 372 24 saSiDyam .. saSizyam ..’ 372 31 ye sa ye ca 373 30 patrARA pAtrARA [Page0500+ 35] puwam paNktiH aSudDam SudDam 375 1 garja garba 375 26 azac aBac 381 26 paNttyanantaram uttarapuwe (382) wippaRyAH praTamapaNktiratra BAvyA . 382 26 supyajAdO supyajAtO 383 30 vanin- vanib - 387 27 ktvAyAmiqvika…iqvikalpa… 388 29 tadDuvat tadDruvat 388 30 DA . kA . 8-82 DA . kA . 2-82. 391 23 kira kaH…kloba… kiraH kaH…klIba… 396 13 IzajjupsaH IzajjugupsaH 397 2 sew aka . sew 399 32 yutAt yutAn 401 6 pragopAyitvA gopAyitvA 403 2 atra 1 gorakaH ityatra vidyamAnA saMKyA uttarapaNktO guritA ityatra yojyA . 403 7 saNgrO saNgurO 407 3 saYjuGukzaH saYjuGukzuH 408 16 dugUraH durgUraH 415 17 sew . ada…sew . Atma . ada… 416 26 zRuzu ca’ zRuzu’ 419 24 SavikaraRa… SaH vikaraRa… 420 23 … pade… 1-4-2 papado… 3-2-1 422 6 Bavatyeva . vA Bavatyeva . 433 14 saNgraTya, saNgranTya , 441 13 jugrucizitazyam jugrucizitavyam 445 20 jAglAyaka jAglAyakaH 449 27 rUpaY rUpam . 455 14 (467) (466) 455 27 and 31, praGiRya pariGfRya praGfRya, praGiRRya…pariGfRRya…praGfRRya 460 1 GURa GUrRa 463 13 jiGarRizizivyan jiGarRizizyan 469 28 …SAnajO …SAnacO 476 2 caninA canitA 480 4 capanan capanam 482 31 JamaYjamana… JamaYjemana… [Page0501+ 32] 1. ‘cAyaH kI’ (6-1-21) iti yaNi kIBAvaH . dvitve, aByAsasya cutve, ‘guRo yaNlukoH’ (7-4-82) iti guRaH . 2. kvipi, ‘lopo vyorvali’ (6-1-66) iti vali lope, supi rutvavisargO . AkArAnto'yaM SabdaH . 1. ‘apacitaSca’ (7-2-30) iti nizWAyAM, prakfteSciBAvaH, pratyayasya iqaBAvaSca vA nipAtyate . pakze apacAyitaH ityapi Bavati . bAlamanoramAyAM tu ciYo Ryantasya ‘apacitaH’ iti nipAtanam—ityuktam . BAzye tu cAyatereva nipAtanaM kftaM dfSyate . A. ‘BayasaMhfzwaromARastataste'pacitadvizaH [tvizaH] . kzaRena kzIRavikrAntAH kapinA'nezata kzayam ..’ Ba . kA . 9-22. 2. yaNo luki, ‘eranekAcaH—’ (6-4-82) iti yaRi rUpamevam . B. cAyyA vyayaddASavilokaBezaBrezajJazA yAsadaGaM spaSantI ..’ DA . kA . 2-27. 3. ‘ktini nityaM ciBAvo vaktavyaH’ (vA . 7-2-30) iti vacanAt, ‘guroSca halaH (3-3-103) ityasyApavAdaH ktini ciBAvaH .
ci	518	0501	(518) “ci BAzArTaH” (X -curAdiH -1795. saka . sew . uBa .) AsvadIyaH . [a] 1 cApakaH-pikA, cicApayizakaH-zikA, cApayitA-trI, cicApayizitA-trI ; cApayan-ntI, cicApayizan-ntI, cApayizyan-ntI-tI ; cicApayizizyan-ntI-tI, cApayamAnaH, cicApayizamARaH, cApayizyamARaH ; cicApayizizyamARaH , 2 vicAp-vicApO-vicApaH; - - cApitam-taH, cicApayizitaH-tavAn, cApaH, cicApayizuH, cApayitavyam ; cicApayizitavyam, cApanIyam, cicApayizaRIyam; cApyam , cicApayizyam, IzaccApaH-duScApaH-sucApaH; - - cApyamAnaH, cicApayizyamARaH; cApaH, cicApayizaH ; cApayitum, cicApayizitum; cApanA, cicApayizA ; cApanam, cicApayizaRam; cApayitvA, cicApayizitvA ; pracApya, pracicApayizya; cApam 2, cApayitvA 2, cicApayizam 2 ; cicApayizitvA 2. [a] sidDAntakOmudyAM ‘ji ci’ iti curAdO BAzArTakezu paWitam . tadanusAreRAtra rUpARi pradarSitAni . mADavaDAtuvfttO tu ‘juci’ iti paWitvA ‘juYcayati-juYcati’ iti rUpadvayaM pradarSitam . 1. ‘cisPurorRO’ (6-1-54) ityAtve, ‘artihrIvlIrIknUyIkzmyAyyAtAM pug RO’ (7-3-36) iti pugAgame rUpam . evaM Ryante sarvatra jYeyam . 2. ‘cisPurorRO’ (6-1-54) ityAtvaM RO vA Bavati . Atvapakze, ‘artihrI—’ (7-3-36) ityAdinA pugAgame ‘Reraniwi’ (6-4-51) iti Rilope rUpam . pugaBAvapakze, vfdDO, AyAdeSe ca cAyakaH iti rUpam . evaM Ryante sarvatra rUpadvayaM jYeyam .
